City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
313,notodden,59.5594,9.2585,7.09,83,90,0.47,NO,1726542593
314,dazuocun,24.8862,118.9643,28.46,82,1,13.41,CN,1726542595
315,kiama,-34.6833,150.8667,20.14,46,8,4.47,AU,1726542596
316,pauini,-7.7136,-66.9764,26.49,46,31,1.29,BR,1726542597
317,brokopondo,4.75,-55.1667,26.58,77,61,4.03,SR,1726542598
318,vilyuchinsk,52.9306,158.4028,15.15,58,100,3.81,RU,1726542599
319,clinton,42.587,-82.9199,21.05,77,0,0.45,US,1726542600
320,yakeshi,49.2833,120.7333,18.47,35,0,5.7,CN,1726542601
321,shitanjing,39.2342,106.3439,16.63,94,100,0.78,CN,1726542602
322,al kharijah,25.4514,30.5464,28.5,41,1,3.51,EG,1726542603
323,camabatela,-8.1881,15.375,17.34,92,95,2.08,AO,1726542604
324,hinton,53.4001,-117.5857,10.85,69,100,0.47,CA,1726542605
325,svetlyy,54.675,20.1347,14.43,61,0,3.31,RU,1726542606
326,usogorsk,63.4106,48.6872,12.13,94,29,2.43,RU,1726542608
327,wakkanai,45.4094,141.6739,19.58,82,22,10.32,JP,1726542609
328,chu,43.5983,73.7614,16.9,34,61,4.78,KZ,1726542610
329,karaikkudi,10.0667,78.7833,30.81,46,30,3.87,IN,1726542611
330,korla,41.7597,86.1469,24.21,24,0,3.65,CN,1726542612
331,xilin hot,43.9667,116.0333,18.12,55,100,0.75,CN,1726542613
332,carnarvon,-24.8667,113.6333,27.64,29,0,7.63,AU,1726542614
333,ishigaki,24.3448,124.1572,29.4,76,11,8.16,JP,1726542615
334,vorkuta,67.5,64.0,13.43,98,100,3.21,RU,1726542616
335,salym,60.0625,71.4789,8.34,65,3,2.74,RU,1726542618
336,lompoc,34.6391,-120.4579,16.12,82,100,3.09,US,1726542619
337,goure,13.9835,10.2704,26.99,56,81,3.1,NE,1726542621
338,borzya,50.3833,116.5167,17.37,38,6,3.5,RU,1726542622
339,merowe,18.4833,31.8167,32.05,24,46,3.62,SD,1726542623
340,ar rutbah,33.0381,40.2848,21.39,53,0,3.1,IQ,1726542624
341,tangalle,6.024,80.7911,28.42,75,72,5.77,LK,1726542625
342,akjoujt,19.6969,-14.4164,30.67,39,100,3.04,MR,1726542626
343,east london,-33.0153,27.9116,17.23,80,100,2.7,ZA,1726542627
344,pacifica,37.6138,-122.4869,14.95,86,40,4.12,US,1726542628
345,greymouth,-42.4667,171.2,10.7,47,39,1.9,NZ,1726542629
346,kone,-21.0595,164.8658,24.0,40,39,7.22,NC,1726542630
347,saint-philippe,-21.3585,55.7679,20.92,76,67,4.88,RE,1726542631
348,suining,30.508,105.5733,31.68,51,75,0.24,CN,1726542632
349,kingston,17.997,-76.7936,30.53,74,20,6.69,JM,1726542634
350,tarawa,1.419,172.984,30.05,70,20,1.54,KI,1726542635
351,sangmelima,2.9333,11.9833,19.76,99,100,1.61,CM,1726542636
352,semirom,31.4167,51.5667,11.27,41,0,0.59,IR,1726542637
353,san ignacio,17.1561,-89.0714,24.08,100,0,0.0,BZ,1726542638
354,kovalam,8.3667,76.9967,29.05,79,20,4.63,IN,1726542639
355,impfondo,1.6381,18.0667,21.55,93,80,1.23,CG,1726542640
356,island harbour,50.724,-1.2758,11.66,71,80,0.45,GB,1726542641
357,alofi,-19.0595,-169.9187,26.94,78,73,4.12,NU,1726542642
358,miri,4.4148,114.0089,27.14,85,100,3.41,MY,1726542643
359,undurkhaan,47.3194,110.6556,18.35,36,0,5.41,MN,1726542644
360,ulladulla,-35.35,150.4667,16.9,47,19,5.45,AU,1726542646
361,cold lake,54.4502,-110.2017,13.43,64,100,2.05,CA,1726542647
362,turpan,42.9333,89.1667,29.15,15,0,1.6,CN,1726542648
363,nanganga,-10.3833,39.15,21.82,83,77,1.56,TZ,1726542649
